Código IES,Nome da IES - Instituição de Ensino Superior
3938,FACULDADE DO NORTE DO MATO GROSSO DO SUL FANOR
3939,FACULDADE ALIANCA DE ITABERAI
3940,FACULDADE DE ENSINO SUPERIOR SANTA BARBARA
3941,FACULDADE COMUNITARIA DE SANTA BARBARA
3942,FACULDADE COMUNITARIA DE BAURU
3943,FASC TB FACULDADES ASSOCIADAS DE SC DE TUBARAO
3944,FACULDADE DE CIENCIAS DA SAUDE
3945,INSTITUTO DE EDUCACAO EXECUTIVA CATHO
3946,FACULDADE SENAC TUBARAO
3947,FACULDADE SENAC CHAPECO
3948,FACULDADE SENAC BLUMENAU
3950,CENTRO DE CIENCIAS ETECNOLOGIA DETERESINA
3951,FACULDADE DE TECNOLOGIA LUIZ ADELAR SCHEUER
3952,FACULDADE VILAVELHENSE
3953,FACULDADE DE ODONTOLOGIA
3954,FACULDADE EDUCACIONAL JURIDICA E GERENCIAL DE
3955,FACULDADES INTEGRADAS DE CATAGUASES
3956,ASSOCIACAO EDUCACIONAL CENTRAL DE CRISTALINA
3957,INSTITUTO SUPERIOR DE EDUCACAO
3958,FACULDADE TECNOLOGICA DE MARILIA
3959,FACULDADE TECNOLOGICA AMERICA DO SUL
3960,FACULDADE TECNOLOGICA DE BIRIGUI
3961,FACULDADE DE TECNOLOGIA SANTA RITA DE CASSIA
3962,CENTRO UNIVERSITARIO SENAI CIMATEC
3963,INSTITUTO SUPERIOR DE EDUCACAO CARLOS CHAGAS
3965,FACULDADE DE TECNOLOGIA ENG MARCELO SILVA GUIM
3966,CENTRO UNIVERSITARIO DE CARATINGA
3967,INSTITUTO SUPERIOR DE EDUCACAO DE RORAIMA
3968,INSTITUTO SUPERIOR DE EDUCACAO DE RORAINOPOLIS
3969,INSTITUTO SUPERIOR DE SEGURANCA E CIDADANIA DE
3970,INSTITUTO SUPERIOR DE EDUCACAO DE PARAISOPOLIS
3971,INSTITUTO DE ENSINO SUPERIOR DE PORTO NACIONAL
3972,CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHAD
3973,FACULDADE DE TECNOLOGIA BANDEIRANTES
3974,UNIVERSIDADE DE RIO VERDE
3975,FACULDADE SAO FRANCISCO DE PIUMHI
3976,INSTITUTO SUPERIOR DE CIENCIAS HUMANAS E SOCIA
3977,FACULDADE DE TECNOLOGIA DO AMAPA
3978,FACULDADE DE TECNOLOGIA PENTAGONO
3979,FACULDADE DE BAURU
3980,FACULDADE JK BRASILIA SAMAMBAIA
3981,FACULDADE DE CURITIBA
3983,CENTRO UNIVERSITARIO DE FORMIGA
3984,FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO F
3985,CENTRO UNIVERSITARIO SENAC
3986,FACULDADE INSTITUTO SUPERIOR DE EDUCACAO DO PA
3987,FACULDADE UNIAO DE GOYAZES
3989,FACULDADE DE TECNOLOGIA DE JOAO PESSOA
3990,FACULDADE SAO BERNARDO DE TECNOLOGIA
3991,FACULDADE DE TECNOLOGIA SAO MATEUS
3992,FACULDADE JK  PLANO PILOTO
3993,FACULDADE DE TECNOLOGIA CETEP
3994,FACULDADE DE TECNOLOGIA LATINO AMERICANO DE AN
3995,FACULDADE EVANGELICA CRISTO REI
3996,FACULDADE SENAC PERNAMBUCO
3997,FACULDADES DE JI PARANA
3998,INSTITUTO INFNET RIO DE JANEIRO
3999,CENTRO DE ENSINO SUPERIOR TECNOLOGICO DO INTER
4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULI
4001,FACULDADE DE ENSINO SUPERIOR DE UBERLANDIA
4002,INSTITUTO DE ENSINO SUPERIOR DA PARAIBA
4003,FACULDADE CENTRO OESTE
4004,FACULDADE CENECISTA DE ITUBERA
4005,FACULDADE CENECISTA DE SENHOR DO BONFIM
4006,FACULDADE DE TECNOLOGIA SENAC PELOTAS
4007,FATECE  FACULDADE DE TECNOLOGIA  CIENCIAS E ED
4008,FACULDADE DE TECNOLOGIA SENAC PASSO FUNDO
4009,FACULDADE DE TECNOLOGIA ESTACIO DE CURITIBA
4010,CENTRO UNIVERSITARIO METODISTA
4011,UNI DORINHA FACULDADE DE CIENCIAS E TECNOLOGIA
4012,UNI METROPOLITANA FACULDADES DE CIENCIAS HUMAN
4013,FACULDADE ANHANGUERA DE RIO CLARO
4014,FACULDADE ASSOCIADA PAULISTA FAP
4015,FACULDADE DE TECNOLOGIA IBTA RIO DE JANEIRO
4016,INSTITUTO NACIONAL DE EDUCACAO DE SURDOS
4017,CENTRO UNIVERSITARIO PADRE ANCHIETA
4018,FACULDADE GAT DE GESTAO
4019,CENTRO DE EDUCACAO TECNOLOGIA RUI BARBOSA CETE
4020,FACULDADE DE TECNOLOGIA DE BOTUCATU
4021,FACULDADE DE TECNOLOGIA DE GARCA
4022,FACULDADE DE TECNOLOGIA DE JUNDIAI
4023,FACULDADE DE TECNOLOGIA DE MAUA
4024,FACULDADE DE TECNOLOGIA DE MOCOCA
4025,FACULDADE DE TECNOLOGIA DE SAO JOSE DO RIO PRE
4026,FACULDADE DE TECNOLOGIA ZONA LESTE
4027,INSTITUTO SUPERIOR DE ENSINO DE SAO PAULO
4028,FACULDADE DE ITAPECERICA DA SERRA
4029,FACULDADE DE SANTA BARBARA D OESTE
4030,CENTRO UNIVERSITARIO FLUMINENSE
4031,INSTITUTO DE ENSINO SUPERIOR PROFESSORA ALMEID
4032,FACULDADE DE CIENCIAS E TECNOLOGIA DE PAULISTA
4033,FACULDADE DE TECNOLOGIA FABRAI
4034,ASSOCIACAO EDUCACIONAL
4035,FACULDADE MAUA FAMA
4036,FACULDADE DE TECNOLOGIA DE CATALAO
4037,CENTRO UNIVERSITARIO PITAGORAS DE FORTALEZA
4038,FACULDADE DE TECNOLOGIA CONSULTIME
4039,FACULDADE UNILIVRE
4040,ESCOLA AGROTECNICA FEDERAL DE UBERLANDIA
4041,FACULDADE DE IRARA FAIR
4042,FACULDADE JK BRASILIA  RECANTO DAS EMAS
4043,FACULDADE TECNOLOGIA EDUVALE  AVARE
4044,FACULDADE TECNOLOGIA EXPERT
4045,CENTRO UNIVERSITARIO SOCIESC DE CURITIBA
4046,ESCOLA FIEMG DE LIDERES EMPRESARIAIS
4047,FACULDADE TECNOLOGIA IBTA BELO HORIZONTE
4048,FCC FACULDADE CATOLICA DO CARIRI
4049,FACULDADE TEOLOGICA DA ASSEMBLEIA DE DEUS EM C
4050,FAESP FACULDADE DE ENSINO SUPERIOR E PROFISSIO
4051,FACULDADE SILVIO ROMERO
4052,INSTITUTO BONDESPACHENSE PRESIDENTE ANTONIO CA
4053,FACULDADE SKEMA BUSINESS SCHOOL
4054,INSTITUTO UNIFICADO DE ENSINO SUPERIOR OBJETIV
4055,INSTITUTO BIBLICO DAS ASSEMBLEIAS DE DEUS DO E
4057,FACISA FACULDADE DE CIENCIA DA SAUDE
4058,FACULDADE IPE
4059,FACULDADE DE CIENCIAS GERENCIAIS
4060,CENTRO DE EDUCACAO TECNOLOGICA CENECISTA DE RI
4061,FACULDADE DE TECNOLOGIA DE BRASILIA
4062,FACULDADE ATHENIENSSE
4064,FACULDADE DE TECNOLOGIA FAMA
4065,FACULDADE DE TECNOLOGIA DO INSTITUTO BANDEIRAN
4066,FACULDADE BATISTA DO ESTADO DO RIO DE JANEIRO
4067,FACIT FACULDADE INDEPENDENTE DE ITAPETINGA
4068,FACULDADE ICESP
4069,FACULDADE HORIZONTES
4070,ESCOLA AGROTECNICA FEDERAL DE SALINAS
4071,ESCOLA AGROTECNICA FEDERAL DE INCONFIDENTES
4072,ESCOLA AGROTECNICA FEDERAL DE IGUATU
4073,FACULDADE DE TECNOLOGIA IPIRANGA
4077,FACULDADE QI BRASIL
4079,FACULDADE TECNOLOGICA INAP
4080,FACULDADE DE PRUDENTOPOLIS
4081,FATEG FACULDADE DE TECNOLOGIA GALVAO
4082,IBEC INSTITUTO BRASILEIRO DE EDUCACAO SUPERIOR
4083,MATEC CENTRO DE ENSINO TECNOLOGICO DO MARANHAO
4084,INSTITUTO DE ENSINO SUPERIOR DOS MILITARES
4085,FACULDADE ANCHIETA DE EDUCACAO A DISTANCIA
4086,FACULDADE DE TECNOLOGIA JARDIM
4087,FACULDADE DE EDUCACAO TECNOLOGICA FET DA CDL D
4088,FACULDADE DE TECNOLOGIA DO INSTITUTO EDUCACION
4090,FACULDADE DE ROSEIRA
4091,FACULDADE DE TECNOLOGIA AD1
4092,FACULDADE DE TECNOLOGIA PEDRO ROGERIO GARCIA
4093,FACULDADE DE TECNOLOGIA DE CURITIBA
4094,FACULDADE ESTACIO DA PARAIBA
4095,FACULDADE DE TECNOLOGIA EQUIPE DARWIN
4096,FACULDADE DE TECNOLOGIA FTEC
4097,FACULDADE DE TECNOLOGIA FTEC
4098,INSTITUTO FEDERAL DE EDUCACAO  CIENCIA E TECNO
4099,ESCOLA AGROTECNICA FEDERAL DE BARBACENA
4100,FACULDADE DE TECNOLOGIA SENAI ITALO BOLOGNA
4101,FACULDADE DE TECNOLOGIA SENAI DE DESENVOLVIMEN
4102,FACULDADE DE TECNOLOGIA IBRATEC DE MACEIO
4103,FACULDADE METROPOLITANA
4104,ESCOLA SUPERIOR DE ENGENHARIA E GESTAO DE SAO
4106,FAQ FACULDADE QUINZE
4107,FACULDADE DE TECNOLOGIA SENAI PORTO ALEGRE
4108,INSTITUTO CATOLICO DE ESTUDOS SUPERIORES DO PI
4109,FACULDADE DE SAUDE E MEDICINA
4110,FACULDADE DE CIENCIAS GERENCIAIS DE GUARAPARI
4111,ESCOLA SUPERIOR DE ADMINISTRACAO MARKETING E C
4112,FACULDADE TECNOLOGICA FILADELFIA
4113,FACULDADE EVANGELICA DE CERES
4114,FACULDADE TEOLOGICA CRISTA DO BRASIL
4116,FACULDADE MAURICIO DE NASSAU JABOATAO
4117,FACULDADE MAURICIO DE NASSAU MACEIO
4118,CENTRO UNIVERSITARIO JOAQUIM NABUCO DE PAULIST
4119,FACULDADE MAURICIO DE NASSAU GARANHUNS
4120,FACULDADE MAURICIO DE NASSAU CARUARU
4121,CENTRO UNIVERSITARIO MAURICIO DE NASSAU DE ARA
4122,CENTRO DE EDUCACAO TECNOCNOLOGICA RUI BARBOSA
4123,FACULDADE DE GESTAO E INOVACAO
4124,FACULDADE DOM HEITOR SALES
4126,FACULDADE DE CIENCIAS SOCIAIS APLICADAS E DE T
4127,ISEF INSTITUTO SUPERIOR DE EDUCACAO CENECISTA
4128,INSTITUTO DE EDUCACAO SUPERIOR DO PIAUI IESPI
4129,FACULDADE JOSE DE ANCHIETA
4130,FACULDADE DE TECNOLOGIA DE CIENCIAS HOLISTICAS
4131,FACULDADE DO DELTA DO PARNAIBA
4132,FACULDADE DE COLORADO FAC
4133,FACULDADE DE EDUCACAO TECNOLOGICA SANTA GEMA
4134,INEJ INSTITUTO NACIONAL DE ESTUDOS JURIDICOS
4135,FACULDADE UNINASSAU MANAUS
4136,FACULDADE CANDIDO RONDON DE RONDONOPOLIS
4137,INSTITUTO EVANGELICO SUPERIOR DE EDUCACAO CRIS
4138,FACULDADE ANHANGUERA DE SANTA BARBARA
4139,FACULDADE COMUNITARIA DE SAO PAULO
4140,FACULDADE COMUNITARIA DE SAO JOSE DOS CAMPOS
4141,FACULDADE ANHANGUERA DE TAUBATE
4142,FACULDADE UNIAO DE EDUCADORES E ESTUDANTES DO
4143,FACULDADE EVANGELICA SHALOM
4144,FACULDADE INTEGRADA GAMALIEL
4145,CENTRO NACIONAL DE EDUCACAO A DISTANCIA
4146,FACULDADE DE CIENCIAS JURIDICAS DE ALAGOAS
4147,FACULDADE TEOLOGICA DE UBERLANDIA
4148,FACULDADE DE TECNOLOGIA SENAI SAO JOSE
4149,FACULDADE DE TECNOLOGIA SENAI ITAJAI
4150,FACULDADE DE TECNOLOGIA DE PIRACICABA
4151,FACULDADE BOAVENTURA
4152,FACULDADE MAURICIO DE NASSAU JOAO PESSOA
4153,CENTRO UNIVERSITARIO JOAQUIM NABUCO DE RECIFE
4154,FACULDADE MAURICIO DE NASSAU CAMPINA GRANDE
4155,FACULDADE JOAQUIM NABUCO CAMARAGIBE
4156,FACULDADE TECNOLOGICA DE SOORETAMA
4157,FACULDADE METROPOLITANA DE RIO DO SUL
4158,FACULDADE EVANGELICA DO MEARIM
4161,INSTITUTO DE ENSINO SUPERIOR CAETANO VELOSO
4162,FACULDADE SENAC GOIAS
4163,CENTRO UNIVERSITARIO BARRIGA VERDE
4164,FACULDADE EXODUS
4165,FACULDADE POTENCIA
4166,CENTRO DE ENSINO SUPERIOR DE UBERABA
4167,INSTITUTO DE ENSINO SUPERIOR DA FUPESP
4168,INSTITUTO DE ENSINO SUPERIOR DO TOCANTINS
4169,FACULDADE ESTACIO DE CARAPICUIBA
4170,FACULDADE INTEGRADA SAO PEDRO
4171,ISAG INSTITUTO SUPERIOR DE ADMINISTRACAO E GES
4172,CENTRO DE ENSINO SUPERIOR DO SERVIDOR PUBLICO
4173,FACULDADE JK DE TECNOLOGIA
4174,FACULDADE DE ADMINISTRACAO DE EMPRESAS DE ENER
4175,INSTITUTO UNIFICADO EUROPEU DO BRASIL IUNEBRAS
4177,FACULDADE DE TECNOLOGIA DE SANTA MARIA
4178,FACULDADE EVILASIO FORMIGA
4179,FACULDADE NAZARENA DO BRASIL
4182,FACULDADE PRESBITERIANA SIMONTON IPES
4183,FACULDADE PRESBITERIANA SIMONTON DE SAPEZAL IP
4184,INSTITUTO SUPERIOR DE EDUCACAO DE SERRANA
4185,FACULDADE PERUIBE
4187,ISEFAJIPA INSTITUTO SUPERIOR DE EDUCACAO DE JI
4188,FACULDADE IAPEDEM ANAMACO
4189,INSTITUTO DE EDUCACAO SUPERIOR SAO JUDAS
4190,UNIFOS UNIVERSO DE FORMACAO TECNICA E SUPERIOR
4191,INSTITUTO SUPERIOR METROPOLITANA ISUME
4192,FACULDADE METROPOLITANA DE TERESINA FAMET
4193,INSTITUTO SUPERIOR DE EDUCACAO DO BRASIL ISEB
4194,FACULDADE DO ALTO TIETE FAAT
4195,FACULDADE PROFETA ABRAAO FAPA
4196,INSTITUTO BRASILEIRO ACADEMICO SOCIAL DE PESQU
4197,FACULDADE UNINASSAU ALIANCA  REDENCAO
4198,FACULDADE MORGANA POTRICH
4199,FACULDADE JK BRASILIA  RECANTO DAS EMAS II
4200,FACULDADE DE COMUNICACAO SOCIAL DE PASSOS
4201,FACULDADES INTEGRADAS DO BRASIL UNIFUTURO
4202,FACULDADE ALFA FAAL
4203,FACULDADE ABERTA DO BRASIL UNIABRA
4204,FACULDADE DE TECNOLOGIA E CIENCIAS DE MINAS GE
4205,ESCOLA SUPERIOR DO MINISTERIO PUBLICO DA UNIAO
4206,INSTITUTO DE ENSINO SUPERIOR DE TAGUATINGA
4207,NAP ODONTO SC LTDA
4208,FACULDADE DE TECNOLOGIA MONTEIRO LOBATO
4209,FACULDADE DE TECNOLOGIA CESAR LATTES
4210,ESCOLA SUPERIOR DE ADMINISTRACAO  MARKETING E
4211,FACULDADE ESAMC SAO PAULO  ESAMC
4212,FACULDADE DE TECNOLOGIA DE POUSO ALEGRE
4213,FACULDADE DE CACAPAVA
4214,INSTITUTO SUPERIOR PAULO FREIRE
4217,FACULDADE DE TECNOLOGIA INSTITUTO POLITECNICO
4218,FACULDADE PEDRO LEOPOLDO
4219,INSTITUTO SUPERIOR DE EDUCACAO PROFESSORA NAIR
4220,FACULDADE DE CIENCIAS GERENCIAIS DE BICAS
4221,INSTITUTO SUPERIOR DE EDUCACAO DE BICAS
4222,INSTITUTO SUPERIOR DE EDUCACAO DE MATIAS BARBO
4223,FACULDADE SANTOS
4224,FACULDADE DE ITAPECIRICA FACITA
4227,FACULDADE DE TECNOLOGIA SENAC PASSO FUNDO PASS
4228,INSTITUTO DE EDUCACAO SUPERIOR MISSOES
4229,FACULDADE PARANTINGA FAP
4230,FACULDADE TECNOLOGICA UNIVERSAL DE FORMACAO TE
4234,SOCIEDADE EVOLUCAO DE TECNOLOGIA E EDUCACAO
4235,FACULDADE TRIANGULO MINEIRO
4236,FACULDADES INTEGRADAS DE SERRANA
4237,CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DO AMAZ
4239,FACULDADE NACIONAL DE RIO DO SUL
4241,FACULDADE DE CIENCIAS HUMANAS SOCIAIS E TECNOL
4243,FACULDADE DE CIENCIAS GERENCIAIS DA BAHIA
4246,PROGRAMA DE POS GRADUACAO LATO SENSU DA FUNDAC
4247,FACULDADE DE CIENCIAS HUMANAS E SOCIAIS SAO PA
4248,INSTITUTO DE ENSINO PESQUISA E POS GRADUACAO
4249,FACULDADE DE CIENCIAS DE ALAGOAS FACAL
4250,FACULDADE DE CIENCIAS GERENCIAIS ALVES FORTES
4251,FACULDADE PITAGORAS DE TECNOLOGIA DE BELO HORI
4252,FACULDADE DE TECNOLOGIA EXPOENTE
4253,ESCOLA AGROTECNICA FEDERAL DE CONCORDIA
4254,FACULDADES INTEGRADAS DA TERRA DE BRASILIA
4255,FACULDADES INTEGRADAS DE CACOAL
4256,CENTRO UNIVERSITARIO FIPMOC
4257,INSTITUTO DE FILOSOFIA E TEOLOGIA DE GOIAS
4258,FACULDADE PURIFICACAO LTDA
4259,FACULDADE DE INHUMAS  FACMAIS
4260,FACULDADE DE TECNOLOGIA DE SAO LEOPOLDO
4261,FACULDADE DE TECNOLOGIA DE PORTO ALEGRE
4262,FACULDADE DE TECNOLOGIA IDESC
4263,FACULDADE ESPIRITA RAMATIS
4264,INSTITUTO FIGUEIREDO DE EDUCACAO
4265,UNEPPSI UNIDADE DE ENSINO E PESQUISA EM PSICOL
4266,INSTITUTO GUERRA BIAGI INGB
4267,INSTITUTO SUPERIOR DE EDUCACAO DA AMERICA LATI
4268,FACULDADE ISAG
4269,SOCIEDADE BRASILEIRA DE EDUCACAO
4270,FACULDADE LIBERTAS
4271,INSTITUTO SUPERIOR EM CIENCIAS DA HUMANIDADE
4272,INSTITUTO MODAL LTDA
4273,INSTITUTO SUPERIOR DE EDUCACAO SEESB
4274,INSTITUTO TEOLOGICO DA ASSEMBLEIA DE DEUS
4275,INSTITUTO DE ENSINO E PESQUISA EM ADMINISTRACA
4276,IETEC
4277,FACULDADE ESTACIO DO AMAZONAS  ESTACIO AMAZONA
4278,FACULDADE INTEGRADA SANTA RITA
4279,FACULDADE DE TECNOLOGIA INSTITUTO POLITECNICO
4280,FACULDADE INTEGRADA CIDADE DE PATOS DE MINAS L
4281,FACULDADE AMBIENTAL DO PARANA
4282,FACULDADE PARA O DESENVOLVIMENTO DO ESTADO DE
4283,FACULDADE IASOCIAL
4284,FACULDADE SAO FRANCISCO
4285,FUNDACAO INSTITUTO DE ADMINISTRACAO
4286,FACULDADE PRATA FAP
4288,UNIED TECNOLOGIA EDUCACIONAL
4289,FACULDADE DO VALE ELVIRA DAYRELL  FAVED
4290,FACULDADE DE ARTES INTEGRADAS
4291,IEMS INSTITUTO EDUCACIONAL MORADA DA SERRA DO
4292,ITECSS INSTITUTO TIRADENTES DE EDUCACAO EM CIE
4293,FACULDADE DE TIETE
4294,FACULDADE SENAC JARAGUA DO SUL
4295,FACULDADE DE TECNOLOGIA SENAI CETIND
4296,INSTITUTO BRASILEIRO DE CIENCIAS CRIMINAIS
4297,CENTRO DE ESTUDOS PROF JOSE BELMIRO DE CASTRO
4298,ESCOLA DE APERFEICOAMENTO PROFISSIONAL
4299,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA RS
4300,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SECCAO PA
4301,ESCOLA DE APERFEICOAMENTO PROFISSIONAL ABO DF
4302,ASSOCIACAO CATARINENSE DE ODONTOLOGIA ESPECIAL
4303,SOCIEDADE DOS CIRURGIOES DENTISTAS DE PERNAMBU
4304,ESCOLA DE APERFEICOAMENTO PROFISSIONAL DA ABO
4305,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA ES RVV
4306,ESCOLA DE APERFEICOAMENTO PROFISSIONAL DA ASSO
4307,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SECAO CEA
4308,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SECCAO AM
4309,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SECAO TOC
4310,UNIS MG
4311,ESCOLA DE APERFEICOAMENTO PROFISSIONAL ABO AL
4312,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SAO PAULO
4313,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SAOPAULO
4314,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SAO PAULO
4315,FACULDADE DE TEOLOGIA E CIENCIAS DA RELIGIAO
4316,FACULDADE DE TECNOLOGIA SANTOS DUMONT
4317,ESCOLA DE APERFEICOAMENTO PROFISSIONAL
4318,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SAO PAULO
4319,CAP ABORJ CENTRO DE APERFEICOAMENTO PROFISSION
4320,ESCOLA DE POS GRADUACAO ASSOCIACAO BRASILEIRA
4321,IETEC INSTITUTO DE CIENCIA E TECNOLOGIA
4322,ESCOLA DE APERFEICOAMENTO PROFISSIONAL
4323,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA REGIONAL
4324,FACULDADE GONZAGA DE PELOTAS
4325,EAP ABO MURIAE
4326,ESCOLA DE APERFEICOAMENTO PROFISSIONAL ASSOCIA
4327,ESCOLA DE APERFEICOAMENTO PROFISSIONAL
4329,FACULDADE DO CENTRO EDUCACIONAL MINEIRO  FACEM
4330,FACULDADE EFICAZ
4331,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SAO PAULO
4332,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SAO PAULO
4333,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SAO PAULO
4334,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SAO PAULO
4335,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SAO PAULO
4336,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SAO PAULO
4337,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SAO PAULO
4338,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SAO PAULO
4339,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SAO PAULO
4340,FACULDADE DE ENSINO SUPERIOR DE VALENCA
4341,ASSOCIACAO MARINGAENSE DE ODONTOLOGIA AMO ABO
4342,FACULDADE STAR
4343,ESCOLA DE APERFEICOAMENTO PROFISSIONAL DA ABO
4344,ESCOLA DE APERFEICOAMENTO PROFISSIONAL DA ABO
4345,ESCOLA DE APERFEICOAMENTO PROFISSIONAL DA ABO
4346,FACULDADE DE ENSINO SUPERIOR DE MIGUEL ALVES
4347,FACULDADE SERRA DOS PIRINEUS DE EDUCACAO DE CI
4348,FACULDADE DE COMUNICACAO TECNOLOGIA E CIENCIA
4349,ABO REGIONAL SETE LAGOAS
4350,E A B ASSOCIACAO BRASILEIRA DE ODOTOLOGIA RJ D
4351,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SECAO SAO
4352,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA REGIONAL
4353,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SAO PAULO
4354,AFISVEC
4355,FACULDADE DE TECNOLOGIA DE PALMAS
4356,FACULDADE DE CIENCIAS SOCIAIS DOS PALMARES
4357,FACULDADE QUALITTAS
4358,INSTITUTO FEDERAL DE EDUCACAO  CIENCIA E TECNO
4359,ESCOLA AGROTECNICA FEDERAL DE SATUBA
4360,ESCOLA AGROTECNICA FEDERAL DE MACHADO
4361,FACULDADE DE CIENCIAS GERENCIAIS DE SANTA LUZI
4362,FACULDADE PITAGORAS DE BETIM
4363,INSTITUTO SANTA MONICA DE ESTUDOS E PESQUISAS
4365,FABS FACULDADE DE BOM SUCESSO
4366,EAP ESCOLA DE APERFEICOAMENTO PROFISSIONAL
4367,FACULDADE TERRA NORDESTE
4368,ESCOLA DE APERFEICOAMENTO PROFISSIONAL
4369,ESCOLA DE APERFEICOAMENTO PROFISSIONAL EAP ABO
4370,SANTA CASA DE MISERICORDIA DE PONTA GROSSA
4371,FACULDADE PADRE ANCHIETA DE CAJAMAR
4372,U E P UNIDADE DE ENSINO PROFISSIONAL
4373,FACULDADE DE EDUCACAO CIENCIA E TECNOLOGIA DE
4374,CURSO DE TEOLOGIA E PASTORAL
4375,UNC SALVADOR UNIDADE AVANCADA DE POS GRADUACAO
4376,IBEG POS GRADUACAO
4377,ESCOLA DE APERFEICOAMENTO PROFISSIONAL EAP
4378,NUCLEO DE ESTUDOS ORTODONTICOS MBT BRASIL
4379,ASSOCIACAO DE CIRURGIOES DENTISTAS DO ESTADO D
4380,CENTRO DE QUALIFICACAO ODONTOLOGICA
4381,ACADEMIA NORTE RIO GRANDENSE DE ODONTOLOGIA
4382,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA REGIONAL
4383,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SECCAO DE
4384,CESVIA FACULDADE DE VIAMAO
4386,ESAB ESCOLA SUPERIOR ABERTA DO BRASIL
4387,NETT ODONTO NUCLEO DE ESPECIALIZACAO TREINAMEN
4388,IPEC INSTITUTO PAULISTA DE EDUCACAO CONTINUADA
4389,FACULDADE INTEGRADA CARAJAS DE MARABA
4390,ESCOLA DE APERFEICOAMENTO PROFISSIONAL DA ASSO
4391,ESCOLA DE APERFEICOAMENTO PROFISSIONAL
4392,FATEC DE CONTAGEM
4393,INSTITUTO SUPERIOR DE CIENCIAS DO COMPORTAMENT
4394,FACULDADE DE EDUCACAO FISICA DE ARAGUAINA
4395,FACULDADE DE DIREITO DE ARAGUAINA
4396,CENTRO UNIVERSITARIO DE MINEIROS
4397,ESCOLA SUPERIOR DE ENSINO DA SEICHO NO IE
4398,INSTITUTO SUPERIOR DE EDUCACAO DE GOIANA
4399,FACULDADE DE BALSAS
4400,INSTITUTO DE ESTUDOS DA SAUDE POS GRADUACAO EM
4401,FACULDADE DE APIAI
4403,FACULDADE DA ACADEMIA MEMORIAL DE ENSINO SUPER
4404,INSTITUTO SEDES SAPIENTIAE
4405,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA REGIONAL
4406,ASSOCIACAO BRAS DE ODONTO SEC DE GOIAS SUB SEC
4407,FACULDADE DE ENSINO SUPERIOR DA TERRA PAULISTA
4408,ESCOLA DE APERFEICOAMENTO PROFISSIONAL ABO RN
4409,ASSOCIACAO INSTITUTO DE FOMENTO EDUCACIONAL FE
4410,CRDA POS GRADUACOES
4411,FACULDADE PANAMERICANA DE JIPARANA
4412,FACULDADE VALE DO ARAGUAIA
4413,ASSOCIACAO VITA CARE
4414,INSTITUTO SUPERIOR DE EDUCACAO VALE DO ARAGUAI
4415,FSD FACULDADE SAO DOMINGOS
4416,FACULDADE JK  UNIDADE I  GAMA
4417,FACULDADE DE ENFERMAGEM DE BELO JARDIM
4418,FACULDADE SAO BERNARDO
4419,INSTITUTO DE PESQUISA E ENSINO EM SAUDE ANIMAL
4420,FACULDADES INTEGRADAS BARROS MELO
4421,FACULDADE DE TECNOLOGIA SENAI BELO HORIZONTE
4422,FACULDADE DE TECNOLOGIA DO ABC
4423,FACULDADE ADVENTISTA DE ENFERMAGEM DO NORDESTE
4424,LIBERTAS CLINICA ESCOLA
4425,FACULDADE CORPO MENTE
4426,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA REGIONAL
4427,FACULDADE DAS CIENCIAS MULTIPLAS E DO MEIOAMBI
4428,FACULDADE PROFESSOR MIGUEL ANGELO DA SILVA SAN
4429,CENTRO UNIVERSITARIO UNIGRAN CAPITAL
4430,ITAL INSTITUTO DE TECNOLOGIA DE ALIMENTOS
4431,FACULDADE DE ENFERMAGEM NOVA ESPERANCA DE MOSS
4432,FACULDADE GERACAO POSITIVA
